doppler_bin_minutes,range_bin_minutes,min_joint_rows,max_station_bias_per_channel,n_rows_joint,n_rows_range,n_rows_doppler,beta_dyn,beta_sigma,beta_z_from_1,status_data,status_sigma,replay_status,replay_dyn_status,replay_lt_status,replay_z_delta_beta,replay_dyn_z_delta_beta,replay_lt_z_delta_beta,replay_delta_beta,score
80,60,220,20,1547,562,985,399.3573769527737,208.0902758024091,1.9143488344983095,pass,watch,pass,pass,pass,1.9571653261565023,1.9571653261565023,2.0446348174405086e-05,407.2682664827239,2165.2556019589115
80,60,260,14,1547,562,985,399.3573769527737,208.0902758024091,1.9143488344983095,pass,watch,pass,pass,pass,1.9571653261565023,1.9571653261565023,2.0446348174405086e-05,407.2682664827239,2165.2556019589115
80,60,260,16,1547,562,985,399.3573769527737,208.0902758024091,1.9143488344983095,pass,watch,pass,pass,pass,1.9571653261565023,1.9571653261565023,2.0446348174405086e-05,407.2682664827239,2165.2556019589115
80,60,260,20,1547,562,985,399.3573769527737,208.0902758024091,1.9143488344983095,pass,watch,pass,pass,pass,1.9571653261565023,1.9571653261565023,2.0446348174405086e-05,407.2682664827239,2165.2556019589115
80,60,320,14,1547,562,985,399.3573769527737,208.0902758024091,1.9143488344983095,pass,watch,pass,pass,pass,1.9571653261565023,1.9571653261565023,2.0446348174405086e-05,407.2682664827239,2165.2556019589115
80,60,320,16,1547,562,985,399.3573769527737,208.0902758024091,1.9143488344983095,pass,watch,pass,pass,pass,1.9571653261565023,1.9571653261565023,2.0446348174405086e-05,407.2682664827239,2165.2556019589115
80,60,320,20,1547,562,985,399.3573769527737,208.0902758024091,1.9143488344983095,pass,watch,pass,pass,pass,1.9571653261565023,1.9571653261565023,2.0446348174405086e-05,407.2682664827239,2165.2556019589115
80,50,120,14,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,120,16,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,120,20,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,150,14,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,150,16,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,150,20,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,180,14,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,180,16,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,180,20,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,220,14,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,220,16,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,220,20,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,260,14,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,260,16,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,260,20,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,320,14,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,320,16,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,50,320,20,1639,654,985,399.35737695277646,202.0535830667912,1.9715432456404138,pass,watch,watch,watch,pass,2.0156385940798205,2.0156385940798205,0.00022280905144309157,407.2682664827267,1002217.6921771466
80,60,120,8,1547,562,985,408.99604001315544,206.17960190350735,1.9788380433681252,pass,watch,watch,watch,pass,2.022051069587811,2.022051069587811,0.00011467078909879416,416.90692954310566,1002228.2306714914
80,60,150,8,1547,562,985,408.99604001315544,206.17960190350735,1.9788380433681252,pass,watch,watch,watch,pass,2.022051069587811,2.022051069587811,0.00011467078909879416,416.90692954310566,1002228.2306714914
80,60,180,8,1547,562,985,408.99604001315544,206.17960190350735,1.9788380433681252,pass,watch,watch,watch,pass,2.022051069587811,2.022051069587811,0.00011467078909879416,416.90692954310566,1002228.2306714914
80,60,220,8,1547,562,985,408.99604001315544,206.17960190350735,1.9788380433681252,pass,watch,watch,watch,pass,2.022051069587811,2.022051069587811,0.00011467078909879416,416.90692954310566,1002228.2306714914
80,60,260,8,1547,562,985,408.99604001315544,206.17960190350735,1.9788380433681252,pass,watch,watch,watch,pass,2.022051069587811,2.022051069587811,0.00011467078909879416,416.90692954310566,1002228.2306714914
80,60,320,8,1547,562,985,408.99604001315544,206.17960190350735,1.9788380433681252,pass,watch,watch,watch,pass,2.022051069587811,2.022051069587811,0.00011467078909879416,416.90692954310566,1002228.2306714914
90,60,120,8,1449,562,887,434.0193807962144,217.4090939968653,1.9917261639591668,pass,watch,watch,watch,pass,2.0327074424426104,2.0327074424426104,0.00011317224859431032,441.93027032616465,1002250.1165364395
90,60,150,8,1449,562,887,434.0193807962144,217.4090939968653,1.9917261639591668,pass,watch,watch,watch,pass,2.0327074424426104,2.0327074424426104,0.00011317224859431032,441.93027032616465,1002250.1165364395
90,60,180,8,1449,562,887,434.0193807962144,217.4090939968653,1.9917261639591668,pass,watch,watch,watch,pass,2.0327074424426104,2.0327074424426104,0.00011317224859431032,441.93027032616465,1002250.1165364395
90,60,220,8,1449,562,887,434.0193807962144,217.4090939968653,1.9917261639591668,pass,watch,watch,watch,pass,2.0327074424426104,2.0327074424426104,0.00011317224859431032,441.93027032616465,1002250.1165364395
90,60,260,8,1449,562,887,434.0193807962144,217.4090939968653,1.9917261639591668,pass,watch,watch,watch,pass,2.0327074424426104,2.0327074424426104,0.00011317224859431032,441.93027032616465,1002250.1165364395
90,60,320,8,1449,562,887,434.0193807962144,217.4090939968653,1.9917261639591668,pass,watch,watch,watch,pass,2.0327074424426104,2.0327074424426104,0.00011317224859431032,441.93027032616465,1002250.1165364395
90,60,120,14,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,120,16,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,120,20,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,150,14,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,150,16,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,150,20,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,180,14,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,180,16,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,180,20,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,220,14,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,220,16,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,220,20,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,260,14,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,260,16,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,260,20,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,320,14,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,320,16,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
90,60,320,20,1449,562,887,441.3237065423803,219.38304367142072,2.007099998128715,pass,watch,watch,watch,pass,2.0477125471823507,2.0477125471823507,2.1780745447334264e-05,449.23459607233053,1002267.0955908537
80,60,120,12,1547,562,985,419.9513492892436,207.71431574357277,2.016959436760473,pass,watch,watch,watch,pass,2.059853113139232,2.059853113139232,1.5425157022685333e-05,427.8622388191938,1002267.5674288828
80,60,150,12,1547,562,985,419.9513492892436,207.71431574357277,2.016959436760473,pass,watch,watch,watch,pass,2.059853113139232,2.059853113139232,1.5425157022685333e-05,427.8622388191938,1002267.5674288828
80,60,180,12,1547,562,985,419.9513492892436,207.71431574357277,2.016959436760473,pass,watch,watch,watch,pass,2.059853113139232,2.059853113139232,1.5425157022685333e-05,427.8622388191938,1002267.5674288828
80,60,220,12,1547,562,985,419.9513492892436,207.71431574357277,2.016959436760473,pass,watch,watch,watch,pass,2.059853113139232,2.059853113139232,1.5425157022685333e-05,427.8622388191938,1002267.5674288828
80,60,260,12,1547,562,985,419.9513492892436,207.71431574357277,2.016959436760473,pass,watch,watch,watch,pass,2.059853113139232,2.059853113139232,1.5425157022685333e-05,427.8622388191938,1002267.5674288828
80,60,320,12,1547,562,985,419.9513492892436,207.71431574357277,2.016959436760473,pass,watch,watch,watch,pass,2.059853113139232,2.059853113139232,1.5425157022685333e-05,427.8622388191938,1002267.5674288828
80,50,120,8,1639,654,985,408.9960400131475,200.2358303398483,2.0375775869917,pass,watch,watch,watch,pass,2.0820729678595127,2.0820729678595127,0.00010822490193382255,416.9069295430977,1002282.3087981994
80,50,150,8,1639,654,985,408.9960400131475,200.2358303398483,2.0375775869917,pass,watch,watch,watch,pass,2.0820729678595127,2.0820729678595127,0.00010822490193382255,416.9069295430977,1002282.3087981994
80,50,180,8,1639,654,985,408.9960400131475,200.2358303398483,2.0375775869917,pass,watch,watch,watch,pass,2.0820729678595127,2.0820729678595127,0.00010822490193382255,416.9069295430977,1002282.3087981994
80,50,220,8,1639,654,985,408.9960400131475,200.2358303398483,2.0375775869917,pass,watch,watch,watch,pass,2.0820729678595127,2.0820729678595127,0.00010822490193382255,416.9069295430977,1002282.3087981994
80,50,260,8,1639,654,985,408.9960400131475,200.2358303398483,2.0375775869917,pass,watch,watch,watch,pass,2.0820729678595127,2.0820729678595127,0.00010822490193382255,416.9069295430977,1002282.3087981994
80,50,320,8,1639,654,985,408.9960400131475,200.2358303398483,2.0375775869917,pass,watch,watch,watch,pass,2.0820729678595127,2.0820729678595127,0.00010822490193382255,416.9069295430977,1002282.3087981994
80,40,120,14,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,120,16,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,120,20,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,150,14,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,150,16,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,150,20,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,180,14,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,180,16,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,180,20,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,220,14,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,220,16,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,220,20,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,260,14,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,260,16,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,260,20,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,320,14,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,320,16,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
80,40,320,20,1763,778,985,399.3573769527705,194.69074080648156,2.0461033498697776,pass,watch,watch,watch,pass,2.0918658012158526,2.0918658012158526,0.00010027626090445075,407.2682664827207,1002286.5565420224
90,60,120,12,1449,562,887,447.68913032370745,219.09225039325207,2.038817573519548,pass,watch,watch,watch,pass,2.0794839349498506,2.0794839349498506,1.6770828973717216e-05,455.60001985365767,1002298.5761853431
90,60,150,12,1449,562,887,447.68913032370745,219.09225039325207,2.038817573519548,pass,watch,watch,watch,pass,2.0794839349498506,2.0794839349498506,1.6770828973717216e-05,455.60001985365767,1002298.5761853431
90,60,180,12,1449,562,887,447.68913032370745,219.09225039325207,2.038817573519548,pass,watch,watch,watch,pass,2.0794839349498506,2.0794839349498506,1.6770828973717216e-05,455.60001985365767,1002298.5761853431
90,60,220,12,1449,562,887,447.68913032370745,219.09225039325207,2.038817573519548,pass,watch,watch,watch,pass,2.0794839349498506,2.0794839349498506,1.6770828973717216e-05,455.60001985365767,1002298.5761853431
90,60,260,12,1449,562,887,447.68913032370745,219.09225039325207,2.038817573519548,pass,watch,watch,watch,pass,2.0794839349498506,2.0794839349498506,1.6770828973717216e-05,455.60001985365767,1002298.5761853431
90,60,320,12,1449,562,887,447.68913032370745,219.09225039325207,2.038817573519548,pass,watch,watch,watch,pass,2.0794839349498506,2.0794839349498506,1.6770828973717216e-05,455.60001985365767,1002298.5761853431
90,50,120,8,1541,654,887,434.01938079621453,210.73138228025684,2.054840508853738,pass,watch,watch,watch,pass,2.097120050306729,2.097120050306729,0.00010997209513614409,441.93027032616476,1002307.851432587
90,50,150,8,1541,654,887,434.01938079621453,210.73138228025684,2.054840508853738,pass,watch,watch,watch,pass,2.097120050306729,2.097120050306729,0.00010997209513614409,441.93027032616476,1002307.851432587
90,50,180,8,1541,654,887,434.01938079621453,210.73138228025684,2.054840508853738,pass,watch,watch,watch,pass,2.097120050306729,2.097120050306729,0.00010997209513614409,441.93027032616476,1002307.851432587
90,50,220,8,1541,654,887,434.01938079621453,210.73138228025684,2.054840508853738,pass,watch,watch,watch,pass,2.097120050306729,2.097120050306729,0.00010997209513614409,441.93027032616476,1002307.851432587
90,50,260,8,1541,654,887,434.01938079621453,210.73138228025684,2.054840508853738,pass,watch,watch,watch,pass,2.097120050306729,2.097120050306729,0.00010997209513614409,441.93027032616476,1002307.851432587
90,50,320,8,1541,654,887,434.01938079621453,210.73138228025684,2.054840508853738,pass,watch,watch,watch,pass,2.097120050306729,2.097120050306729,0.00010997209513614409,441.93027032616476,1002307.851432587
80,60,120,10,1547,562,985,428.30235125481215,206.2797940805806,2.07146973924112,pass,watch,watch,watch,pass,2.114661503099633,2.114661503099633,0.00012762396454425878,436.2132407847624,1002320.9412971801
80,60,150,10,1547,562,985,428.30235125481215,206.2797940805806,2.07146973924112,pass,watch,watch,watch,pass,2.114661503099633,2.114661503099633,0.00012762396454425878,436.2132407847624,1002320.9412971801
80,60,180,10,1547,562,985,428.30235125481215,206.2797940805806,2.07146973924112,pass,watch,watch,watch,pass,2.114661503099633,2.114661503099633,0.00012762396454425878,436.2132407847624,1002320.9412971801
80,60,220,10,1547,562,985,428.30235125481215,206.2797940805806,2.07146973924112,pass,watch,watch,watch,pass,2.114661503099633,2.114661503099633,0.00012762396454425878,436.2132407847624,1002320.9412971801
80,60,260,10,1547,562,985,428.30235125481215,206.2797940805806,2.07146973924112,pass,watch,watch,watch,pass,2.114661503099633,2.114661503099633,0.00012762396454425878,436.2132407847624,1002320.9412971801
80,60,320,10,1547,562,985,428.30235125481215,206.2797940805806,2.07146973924112,pass,watch,watch,watch,pass,2.114661503099633,2.114661503099633,0.00012762396454425878,436.2132407847624,1002320.9412971801
80,50,120,12,1639,654,985,419.9513492892484,201.69612200813418,2.0771413209042886,pass,watch,watch,watch,pass,2.1213144775529926,2.1213144775529926,0.0002168755018216444,427.86223881919864,1002323.0105995612
80,50,150,12,1639,654,985,419.9513492892484,201.69612200813418,2.0771413209042886,pass,watch,watch,watch,pass,2.1213144775529926,2.1213144775529926,0.0002168755018216444,427.86223881919864,1002323.0105995612
80,50,180,12,1639,654,985,419.9513492892484,201.69612200813418,2.0771413209042886,pass,watch,watch,watch,pass,2.1213144775529926,2.1213144775529926,0.0002168755018216444,427.86223881919864,1002323.0105995612
80,50,220,12,1639,654,985,419.9513492892484,201.69612200813418,2.0771413209042886,pass,watch,watch,watch,pass,2.1213144775529926,2.1213144775529926,0.0002168755018216444,427.86223881919864,1002323.0105995612
80,50,260,12,1639,654,985,419.9513492892484,201.69612200813418,2.0771413209042886,pass,watch,watch,watch,pass,2.1213144775529926,2.1213144775529926,0.0002168755018216444,427.86223881919864,1002323.0105995612
80,50,320,12,1639,654,985,419.9513492892484,201.69612200813418,2.0771413209042886,pass,watch,watch,watch,pass,2.1213144775529926,2.1213144775529926,0.0002168755018216444,427.86223881919864,1002323.0105995612
90,50,120,14,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,120,16,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,120,20,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,150,14,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,150,16,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,150,20,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,180,14,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,180,16,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,180,20,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,220,14,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,220,16,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,220,20,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,260,14,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,260,16,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,260,20,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
90,50,320,14,1541,654,887,441.3237065423821,212.5993955059714,2.0711427964996942,pass,watch,watch,watch,pass,2.1130508545119526,2.1130508545119526,0.000224602347433834,449.23459607233235,1002325.6502500179
